"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2007-11","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.462280999999997,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2007-12","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.485352000000002,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2008-01","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.92334,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2008-02","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.418488,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2008-03","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.413633,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2008-04","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.781615,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2008-05","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.319335000000002,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2008-06","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.302977999999996,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2008-07","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-1.02990699999999,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2008-08","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.230774000000004,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2008-09","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.686187000000004,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2008-10","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.474304,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2008-11","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.496582,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2008-12","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.073120000000003,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2009-01","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.00198400000000021,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2009-02","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.196777,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2009-03","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.324369,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2009-04","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.448515,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2009-05","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.886412999999997,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2009-06","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.962982,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2009-07","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.467345999999999,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2009-08","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.0788879999999992,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2009-09","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.178619000000005,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2009-10","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.728514000000001,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2009-11","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.458557000000003,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2009-12","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-1.286164,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2010-01","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.319977000000002,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2010-02","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.242798000000001,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2010-03","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.03903,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2010-04","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.657257000000001,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2010-05","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.33731,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2010-06","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.169860999999997,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2010-07","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.842589999999994,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2010-08","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.442931999999999,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2010-09","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.248474,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2010-10","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.190277,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2010-11","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.264191,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2010-12","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-1.19339,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2011-01","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.0497440000000005,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2011-02","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",2.766569,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2011-03","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.954070999999999,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2011-04","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.494078,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2011-05","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.981323000000003,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2011-06","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.344176999999995,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2011-07","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.103669,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2011-08","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.841919,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2011-09","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",2.160309,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2011-10","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.195649000000003,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2011-11","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",3.422087,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2011-12","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.396942000000003,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2012-01","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.979065,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2012-02","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",2.795744,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2012-03","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.389923,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2012-04","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",4.071989,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2012-05","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",2.328857,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2012-06","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.187134,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2012-07","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.0708309999999983,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2012-08","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.449890000000003,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2012-09","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.125945999999999,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2012-10","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.820861,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2012-11","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",2.212553,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2012-12","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.219083,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2013-01","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.927582,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2013-02","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",2.334898,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2013-03","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.456663,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2013-04","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.149475,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2013-05","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.205078,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2013-06","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-1.354124,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP85","2013-07","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-1.026214,"Difference in Maximum Temperature Relative to the Base Date 2006 for RCP 8.5 Scenario"
